index,seq_number,content_encripted,high_security,n_forwards,destination,timestamp_sent,timestamp_received,current_pkt_frequency,latency,l_1,l_2
0,0,gtjias8tetd,false,1,192.168.1.114,1623443177449,1623443177480,100,31,31,
1,1,57o135emuf4,false,1,192.168.1.114,1623443177472,1623443177484,100,12,12,
2,2,fo1flmwy0am,false,1,192.168.1.114,1623443177482,1623443177486,100,4,4,
3,4,8xshha7hxj,false,1,192.168.1.114,1623443177514,1623443177518,100,4,4,
4,5,ey75locb6ig,false,1,192.168.1.114,1623443177526,1623443177529,100,3,3,
5,6,x4ubvxswus,false,1,192.168.1.114,1623443177537,1623443177540,100,3,3,
6,7,3d93xqzzjfn,false,1,192.168.1.114,1623443177547,1623443177550,100,3,3,
7,3,F1E44B83E4B00000,true,3,192.168.1.112,1623443177503,1623443177574,100,71,,71
8,9,92926tb75x5,false,1,192.168.1.114,1623443177577,1623443177580,100,3,3,
9,10,m12la5m4wxp,false,1,192.168.1.114,1623443177587,1623443177590,100,3,3,
10,11,gimpi5xwjws,false,1,192.168.1.114,1623443177597,1623443177600,100,3,3,
11,8,C5146F6DD30F0001,true,3,192.168.1.112,1623443177565,1623443177618,100,53,,53
12,12,50D46A82736E0000,true,3,192.168.1.112,1623443177615,1623443177632,100,17,,17
13,15,lybcpxb07wg,false,1,192.168.1.114,1623443177659,1623443177662,100,3,3,
14,13,155457BEC3690001,true,3,192.168.1.112,1623443177633,1623443177664,100,31,,31
15,14,42B45ACD9ABC0000,true,3,192.168.1.112,1623443177649,1623443177676,100,27,,27
16,17,5a0vjee3xxm,false,1,192.168.1.114,1623443177688,1623443177691,100,3,3,
17,16,E234639563500001,true,3,192.168.1.112,1623443177678,1623443177695,100,17,,17
18,18,mscad2a9ur,false,1,192.168.1.114,1623443177700,1623443177702,100,2,2,
19,19,1xs9mjowd36,false,1,192.168.1.114,1623443177711,1623443177713,100,2,2,
20,20,ei4jyad7gt9,false,1,192.168.1.114,1623443177721,1623443177724,100,3,3,
21,21,gw8tdkmt6yt,false,1,192.168.1.114,1623443177731,1623443177734,100,3,3,
22,22,ugygauj05ra,false,1,192.168.1.114,1623443177741,1623443177744,100,3,3,
23,23,wswf9mub4g,false,1,192.168.1.114,1623443177752,1623443177755,100,3,3,
24,24,v47kb4agvwd,false,1,192.168.1.114,1623443177763,1623443177766,100,3,3,
25,25,C83C08CE63030001,true,3,192.168.1.112,1623443177779,1623443177796,100,17,,17
26,27,vg3lhg0hxnb,false,1,192.168.1.114,1623443177807,1623443177810,100,3,3,
27,26,02A477666B280000,true,3,192.168.1.112,1623443177797,1623443177813,100,16,,16
28,29,327m7lxodl7,false,1,192.168.1.114,1623443177833,1623443177836,100,3,3,
29,28,92E44E08D3590000,true,3,192.168.1.112,1623443177822,1623443177839,100,17,,17
30,30,20aqrbj4v4w,false,1,192.168.1.114,1623443177845,1623443177847,100,2,2,
31,31,e4aqcl5jjj8,false,1,192.168.1.114,1623443177855,1623443177857,100,2,2,
32,32,j0eynypvklp,false,1,192.168.1.114,1623443177865,1623443177867,100,2,2,
33,33,nmi2sq33v0l,false,1,192.168.1.114,1623443177875,1623443177877,100,2,2,
34,34,gj7cfp7rtyl,false,1,192.168.1.114,1623443177885,1623443177888,100,3,3,
35,35,h13q6fnfq0m,false,1,192.168.1.114,1623443177896,1623443177899,100,3,3,
36,37,pbkw3aqi5u9,false,1,192.168.1.114,1623443177924,1623443177927,100,3,3,
37,36,9F846CC463590001,true,3,192.168.1.112,1623443177912,1623443177929,100,17,,17
38,38,emq46vnsxnk,false,1,192.168.1.114,1623443177935,1623443177938,100,3,3,
39,39,rd6q2x0l5ab,false,1,192.168.1.114,1623443177946,1623443177949,100,3,3,
40,40,g209nucfb2,false,1,192.168.1.114,1623443177957,1623443177960,100,3,3,
41,41,842466D213570000,true,3,192.168.1.112,1623443177980,1623443177992,100,12,,12
42,42,whnwvs05fr,false,1,192.168.1.114,1623443177992,1623443177994,100,2,2,
43,43,12147359F30F0000,true,3,192.168.1.112,1623443178005,1623443178017,100,12,,12
44,44,njsbokc5xig,false,1,192.168.1.114,1623443178016,1623443178019,100,3,3,
45,45,7d3plsafep,false,1,192.168.1.114,1623443178027,1623443178030,100,3,3,
46,46,n5m1pbq057i,false,1,192.168.1.114,1623443178039,1623443178041,100,2,2,
47,47,A29F6785E3F10001,true,3,192.168.1.112,1623443178052,1623443178064,100,12,,12
48,48,8D540B09EF570001,true,3,192.168.1.112,1623443178065,1623443178077,100,12,,12
49,49,f4n4er9rqa6,false,1,192.168.1.114,1623443178077,1623443178079,100,2,2,
50,50,C34F170F6D620000,true,3,192.168.1.112,1623443178090,1623443178102,100,12,,12
51,51,49344ACD30550001,true,3,192.168.1.112,1623443178105,1623443178116,100,11,,11
52,52,824283022E130001,true,3,192.168.1.112,1623443178118,1623443178130,100,12,,12
53,53,8pq508i2h23,false,1,192.168.1.114,1623443178130,1623443178132,100,2,2,
54,54,yanovd7l8s,false,1,192.168.1.114,1623443178140,1623443178143,100,3,3,
55,55,fx55u27wsbi,false,1,192.168.1.114,1623443178152,1623443178154,100,2,2,
56,56,63224F46A3690001,true,3,192.168.1.112,1623443178165,1623443178177,100,12,,12
57,57,fl36ivzt6e8,false,1,192.168.1.114,1623443178177,1623443178180,100,3,3,
58,58,08C44B8FE7BC0001,true,3,192.168.1.112,1623443178192,1623443178203,100,11,,11
59,59,409E454D33840001,true,3,192.168.1.112,1623443178206,1623443178217,100,11,,11
60,60,0ihn94ldtz6,false,1,192.168.1.114,1623443178216,1623443178219,100,3,3,
61,61,mtsdpp5baeb,false,1,192.168.1.114,1623443178228,1623443178231,100,3,3,
62,62,E0846A81F5600000,true,3,192.168.1.112,1623443178242,1623443178253,100,11,,11
63,63,855ob82fpwa,false,1,192.168.1.114,1623443178252,1623443178255,100,3,3,
64,64,78186BCB43B40000,true,3,192.168.1.112,1623443178266,1623443178278,100,12,,12
65,65,if4so6i31tg,false,1,192.168.1.114,1623443178278,1623443178280,100,2,2,
66,66,C1824441A3D70000,true,3,192.168.1.112,1623443178290,1623443178301,100,11,,11
67,67,glh5ul5z7w7,false,1,192.168.1.114,1623443178302,1623443178304,100,2,2,
68,68,2esms7hnl4i,false,1,192.168.1.114,1623443178313,1623443178315,100,2,2,
69,70,lu5ictqby3a,false,1,192.168.1.114,1623443178336,1623443178339,100,3,3,
